links,link,title,title_detail,summary,summary_detail,published,published_parsed,id,guidislink
"[{'rel': 'alternate', 'type': 'text/html', 'href': 'http://www.lemonde.fr/disparitions/article/2016/11/30/le-comedien-paul-guers-et-sa-femme-retrouves-morts-a-leur-domicile_5041070_3382.html'}, {'type': 'image/jpeg', 'length': '31544', 'href': 'http://s1.lemde.fr/image/2016/11/30/644x322/5041099_3_c281_paul-guers-et-francoise-prevost-lors-du_45392b4ccaeee63fcca1c3636af76e89.jpg', 'rel': 'enclosure'}]",http://www.lemonde.fr/disparitions/article/2016/11/30/le-comedien-paul-guers-et-sa-femme-retrouves-morts-a-leur-domicile_5041070_3382.html,Le comédien Paul Guers et sa femme retrouvés morts à leur domicile,"{'type': 'text/plain', 'language': None, 'base': 'http://web.archive.org/web/20161206134928/http://www.lemonde.fr/disparitions/rss_full.xml', 'value': 'Le comédien Paul Guers et sa femme retrouvés morts à leur domicile'}","Selon les premiers éléments de l’enquête, l’acteur serait mort il y a plus d’une semaine. La gendarmerie s’oriente vers un décès naturel, suivi du suicide de son épouse.","{'type': 'text/html', 'language': None, 'base': 'http://web.archive.org/web/20161206134928/http://www.lemonde.fr/disparitions/rss_full.xml', 'value': 'Selon les premiers éléments de l’enquête, l’acteur serait mort il y a plus d’une semaine. La gendarmerie s’oriente vers un décès naturel, suivi du suicide de son épouse.'}","Wed, 30 Nov 2016 18:33:34 +0100","time.struct_time(tm_year=2016, tm_mon=11, tm_mday=30, tm_hour=17, tm_min=33, tm_sec=34, tm_wday=2, tm_yday=335, tm_isdst=0)",http://www.lemonde.fr/tiny/5041070/,False
"[{'rel': 'alternate', 'type': 'text/html', 'href': 'http://www.lemonde.fr/ameriques/video/2016/11/30/fidel-castro-en-route-vers-le-berceau-de-la-revolution-cubaine_5041041_3222.html'}, {'type': 'image/jpeg', 'length': '49973', 'href': 'http://s2.lemde.fr/image/2016/11/30/644x322/5041040_3_08bb_le-cortege-funebre-de-fidel-catro-traverse-la-h_26880d6d425ac0e666d40b7cf99dc87b.jpg', 'rel': 'enclosure'}]",http://www.lemonde.fr/ameriques/video/2016/11/30/fidel-castro-en-route-vers-le-berceau-de-la-revolution-cubaine_5041041_3222.html,Fidel Castro en route vers le berceau de la révolution cubaine,"{'type': 'text/plain', 'language': None, 'base': 'http://web.archive.org/web/20161206134928/http://www.lemonde.fr/disparitions/rss_full.xml', 'value': 'Fidel Castro en route vers le berceau de la révolution cubaine'}","Le cortège funèbre a quitté La Havane, mercredi 30 novembre au matin, pour un voyage de quatre jours à travers l’île. Destination : Santiago de Cuba, où ses cendres seront enterrées dimanche.","{'type': 'text/html', 'language': None, 'base': 'http://web.archive.org/web/20161206134928/http://www.lemonde.fr/disparitions/rss_full.xml', 'value': 'Le cortège funèbre a quitté La Havane, mercredi 30 novembre au matin, pour un voyage de quatre jours à travers l’île. Destination\xa0: Santiago de Cuba, où ses cendres seront enterrées dimanche.'}","Wed, 30 Nov 2016 17:48:20 +0100","time.struct_time(tm_year=2016, tm_mon=11, tm_mday=30, tm_hour=16, tm_min=48, tm_sec=20, tm_wday=2, tm_yday=335, tm_isdst=0)",http://www.lemonde.fr/tiny/5041041/,False
"[{'rel': 'alternate', 'type': 'text/html', 'href': 'http://www.lemonde.fr/international/portfolio/2016/11/30/drapeaux-fleurs-et-files-d-attente-l-hommage-des-cubains-a-fidel-castro_5040940_3210.html'}, {'type': 'image/jpeg', 'length': '56565', 'href': 'http://s1.lemde.fr/image/2016/11/30/644x322/5040917_3_09b1_les-cubains-se-sont-rassembles-sur-la-place-de_161e8c60bc404d00d52542039aa44f96.jpg', 'rel': 'enclosure'}]",http://www.lemonde.fr/international/portfolio/2016/11/30/drapeaux-fleurs-et-files-d-attente-l-hommage-des-cubains-a-fidel-castro_5040940_3210.html,"Drapeaux, fleurs et files d’attente : l’hommage des Cubains à Fidel Castro","{'type': 'text/plain', 'language': None, 'base': 'http://web.archive.org/web/20161206134928/http://www.lemonde.fr/disparitions/rss_full.xml', 'value': 'Drapeaux, fleurs et files d’attente\xa0: l’hommage des Cubains à Fidel Castro'}",L’urne contenant les cendres du dirigeant cubain a quitté La Havane mercredi pour parcourir le pays jusqu’à Santiago.,"{'type': 'text/html', 'language': None, 'base': 'http://web.archive.org/web/20161206134928/http://www.lemonde.fr/disparitions/rss_full.xml', 'value': 'L’urne contenant les cendres du dirigeant cubain a quitté La Havane mercredi pour parcourir le pays jusqu’à Santiago.'}","Wed, 30 Nov 2016 15:44:29 +0100","time.struct_time(tm_year=2016, tm_mon=11, tm_mday=30, tm_hour=14, tm_min=44, tm_sec=29, tm_wday=2, tm_yday=335, tm_isdst=0)",http://www.lemonde.fr/tiny/5040940/,False
"[{'rel': 'alternate', 'type': 'text/html', 'href': 'http://www.lemonde.fr/ameriques/video/2016/11/30/a-la-havane-l-hommage-au-comandante-fidel-castro_5040844_3222.html'}, {'type': 'image/jpeg', 'length': '62682', 'href': 'http://s2.lemde.fr/image/2016/11/30/644x322/5040843_3_3e85_a-la-havane-la-foule-reunie-pour-l-hommage-a_9857a6721af0fd47c18204da3df7dd44.jpg', 'rel': 'enclosure'}]",http://www.lemonde.fr/ameriques/video/2016/11/30/a-la-havane-l-hommage-au-comandante-fidel-castro_5040844_3222.html,"A La Havane, l'hommage au « Comandante » Fidel Castro","{'type': 'text/plain', 'language': None, 'base': 'http://web.archive.org/web/20161206134928/http://www.lemonde.fr/disparitions/rss_full.xml', 'value': ""A La Havane, l'hommage au « Comandante » Fidel Castro""}","Les dirigeants de la gauche latino-américaine ont uni leurs voix, mardi soir, pour appeler à perpétuer le legs de Fidel Castro.","{'type': 'text/html', 'language': None, 'base': 'http://web.archive.org/web/20161206134928/http://www.lemonde.fr/disparitions/rss_full.xml', 'value': 'Les dirigeants de la gauche latino-américaine ont uni leurs voix, mardi soir, pour appeler à perpétuer le legs de Fidel Castro.'}","Wed, 30 Nov 2016 12:26:19 +0100","time.struct_time(tm_year=2016, tm_mon=11, tm_mday=30, tm_hour=11, tm_min=26, tm_sec=19, tm_wday=2, tm_yday=335, tm_isdst=0)",http://www.lemonde.fr/tiny/5040844/,False
"[{'rel': 'alternate', 'type': 'text/html', 'href': 'http://www.lemonde.fr/disparitions/article/2016/11/30/claire-richet-ancienne-secretaire-generale-du-cfj-est-morte_5040765_3382.html'}, {'type': 'image/jpeg', 'length': '53187', 'href': 'http://s1.lemde.fr/image/2016/11/30/644x322/5040764_3_9dfc_en-2015_e7242fe861c37a9005c728ac2dbcb55b.jpg', 'rel': 'enclosure'}]",http://www.lemonde.fr/disparitions/article/2016/11/30/claire-richet-ancienne-secretaire-generale-du-cfj-est-morte_5040765_3382.html,"Claire Richet, ancienne secrétaire générale du CFJ, est morte","{'type': 'text/plain', 'language': None, 'base': 'http://web.archive.org/web/20161206134928/http://www.lemonde.fr/disparitions/rss_full.xml', 'value': 'Claire Richet, ancienne secrétaire générale du CFJ, est morte'}","Membre du réseau Alibi pendant l’Occupation, la journaliste, décédée le 27 novembre, était une figure du Centre de formation des journalistes.","{'type': 'text/html', 'language': None, 'base': 'http://web.archive.org/web/20161206134928/http://www.lemonde.fr/disparitions/rss_full.xml', 'value': 'Membre du réseau Alibi pendant l’Occupation, la journaliste, décédée le 27\xa0novembre, était une figure du Centre de formation des journalistes.'}","Wed, 30 Nov 2016 11:19:43 +0100","time.struct_time(tm_year=2016, tm_mon=11, tm_mday=30, tm_hour=10, tm_min=19, tm_sec=43, tm_wday=2, tm_yday=335, tm_isdst=0)",http://www.lemonde.fr/tiny/5040765/,False
"[{'rel': 'alternate', 'type': 'text/html', 'href': 'http://www.lemonde.fr/disparitions/article/2016/11/28/mort-de-francois-roustang-psychanalyste_5039752_3382.html'}, {'type': 'image/jpeg', 'length': '22977', 'href': 'http://s2.lemde.fr/image/2016/11/28/644x322/5039750_3_ebfb_francois-roustang-en-2009_c63ae280c74de0b35ef9544e164edd05.jpg', 'rel': 'enclosure'}]",http://www.lemonde.fr/disparitions/article/2016/11/28/mort-de-francois-roustang-psychanalyste_5039752_3382.html,"Mort de François Roustang, psychanalyste","{'type': 'text/plain', 'language': None, 'base': 'http://web.archive.org/web/20161206134928/http://www.lemonde.fr/disparitions/rss_full.xml', 'value': 'Mort de François Roustang, psychanalyste'}","Philosophe et théologien, François Roustang est décédé dans la nuit du 22 au 23 novembre, à l’âge de 93 ans.","{'type': 'text/html', 'language': None, 'base': 'http://web.archive.org/web/20161206134928/http://www.lemonde.fr/disparitions/rss_full.xml', 'value': 'Philosophe et théologien, François Roustang est décédé dans la nuit du 22 au 23 novembre, à l’âge de 93 ans.'}","Mon, 28 Nov 2016 18:50:46 +0100","time.struct_time(tm_year=2016, tm_mon=11, tm_mday=28, tm_hour=17, tm_min=50, tm_sec=46, tm_wday=0, tm_yday=333, tm_isdst=0)",http://www.lemonde.fr/tiny/5039752/,False
"[{'rel': 'alternate', 'type': 'text/html', 'href': 'http://www.lemonde.fr/ameriques/video/2016/11/28/de-vibrants-hommages-au-pere-de-la-revolution-cubaine_5039642_3222.html'}, {'type': 'image/jpeg', 'length': '52176', 'href': 'http://s1.lemde.fr/image/2016/11/28/644x322/5039645_3_4a8c_hommage-a-fidel-castro-a-l-ambassade-de-cub_ee81e575a8e3cd39513b7b44ef29f188.jpg', 'rel': 'enclosure'}]",http://www.lemonde.fr/ameriques/video/2016/11/28/de-vibrants-hommages-au-pere-de-la-revolution-cubaine_5039642_3222.html,De vibrants hommages au père de la révolution cubaine,"{'type': 'text/plain', 'language': None, 'base': 'http://web.archive.org/web/20161206134928/http://www.lemonde.fr/disparitions/rss_full.xml', 'value': 'De vibrants hommages au père de la révolution cubaine'}","Des chefs d'Etat et de gouvernement d'Asie et d'Amérique du Sud ont rendu un vibrant hommage à Fidel Castro, le père de la révolution cubaine, mort vendredi 25 novembre, à La Havane.","{'type': 'text/html', 'language': None, 'base': 'http://web.archive.org/web/20161206134928/http://www.lemonde.fr/disparitions/rss_full.xml', 'value': ""Des chefs d'Etat et de gouvernement d'Asie et d'Amérique du Sud ont rendu un vibrant hommage à Fidel Castro, le père de la révolution cubaine, mort vendredi 25 novembre, à La Havane.""}","Mon, 28 Nov 2016 16:00:18 +0100","time.struct_time(tm_year=2016, tm_mon=11, tm_mday=28, tm_hour=15, tm_min=0, tm_sec=18, tm_wday=0, tm_yday=333, tm_isdst=0)",http://www.lemonde.fr/tiny/5039642/,False
"[{'rel': 'alternate', 'type': 'text/html', 'href': 'http://www.lemonde.fr/international/portfolio/2016/11/27/emotion-mondiale-apres-la-mort-de-fidel-castro_5038826_3210.html'}, {'type': 'image/jpeg', 'length': '31672', 'href': 'http://s2.lemde.fr/image/2016/11/27/644x322/5038808_3_0ee1_devant-l-ambassade-de-cuba-a-moscou_d2322a6729a99ee5775a4290221d1596.jpg', 'rel': 'enclosure'}]",http://www.lemonde.fr/international/portfolio/2016/11/27/emotion-mondiale-apres-la-mort-de-fidel-castro_5038826_3210.html,Emotion mondiale après la mort de Fidel Castro,"{'type': 'text/plain', 'language': None, 'base': 'http://web.archive.org/web/20161206134928/http://www.lemonde.fr/disparitions/rss_full.xml', 'value': 'Emotion mondiale après la mort de Fidel Castro'}","Fidel Castro et son combat révolutionnaire ont fasciné ailleurs qu’à Cuba. Sa disparition, vendredi 25 novembre, a suscité une vague d’émotion autour du monde.","{'type': 'text/html', 'language': None, 'base': 'http://web.archive.org/web/20161206134928/http://www.lemonde.fr/disparitions/rss_full.xml', 'value': 'Fidel Castro et son combat révolutionnaire ont fasciné ailleurs qu’à Cuba. Sa disparition, vendredi 25 novembre, a suscité une vague d’émotion autour du monde.'}","Sun, 27 Nov 2016 07:18:11 +0100","time.struct_time(tm_year=2016, tm_mon=11, tm_mday=27, tm_hour=6, tm_min=18, tm_sec=11, tm_wday=6, tm_yday=332, tm_isdst=0)",http://www.lemonde.fr/tiny/5038826/,False
"[{'rel': 'alternate', 'type': 'text/html', 'href': 'http://www.lemonde.fr/ameriques/article/2016/11/26/dix-formules-legendaires-de-fidel-castro_5038726_3222.html'}, {'type': 'image/jpeg', 'length': '24251', 'href': 'http://s1.lemde.fr/image/2016/11/26/644x322/5038723_3_8a4f_discours-de-fidel-castro-lors-du-30e_d696bf6c74346c22429fbd7deabae288.jpg', 'rel': 'enclosure'}]",http://www.lemonde.fr/ameriques/article/2016/11/26/dix-formules-legendaires-de-fidel-castro_5038726_3222.html,Dix formules légendaires de Fidel Castro,"{'type': 'text/plain', 'language': None, 'base': 'http://web.archive.org/web/20161206134928/http://www.lemonde.fr/disparitions/rss_full.xml', 'value': 'Dix formules légendaires de Fidel Castro'}","Célèbre pour ses discours qui pouvaient durer plusieurs heures, le dirigeant cubain a marqué l’histoire par certaines formules fortes.","{'type': 'text/html', 'language': None, 'base': 'http://web.archive.org/web/20161206134928/http://www.lemonde.fr/disparitions/rss_full.xml', 'value': 'Célèbre pour ses discours qui pouvaient durer plusieurs heures, le dirigeant cubain a marqué l’histoire par certaines formules fortes.'}","Sat, 26 Nov 2016 17:02:24 +0100","time.struct_time(tm_year=2016, tm_mon=11, tm_mday=26, tm_hour=16, tm_min=2, tm_sec=24, tm_wday=5, tm_yday=331, tm_isdst=0)",http://www.lemonde.fr/tiny/5038726/,False
"[{'rel': 'alternate', 'type': 'text/html', 'href': 'http://www.lemonde.fr/ameriques/video/2016/11/26/mort-de-fidel-castro-francois-hollande-salue-une-grande-figure-du-xxe-siecle_5038690_3222.html'}, {'type': 'image/jpeg', 'length': '24693', 'href': 'http://s2.lemde.fr/image/2016/11/26/644x322/5038689_3_2559_francois-hollande-a-reagi-a-la-mort-de-fidel-ca_7ad67eeeb17855a839aea8a546263471.jpg', 'rel': 'enclosure'}]",http://www.lemonde.fr/ameriques/video/2016/11/26/mort-de-fidel-castro-francois-hollande-salue-une-grande-figure-du-xxe-siecle_5038690_3222.html,Mort de Fidel Castro : François Hollande salue « une grande figure du XXe siècle »,"{'type': 'text/plain', 'language': None, 'base': 'http://web.archive.org/web/20161206134928/http://www.lemonde.fr/disparitions/rss_full.xml', 'value': 'Mort de Fidel Castro : François Hollande salue «\xa0une grande figure du XXe siècle\xa0»'}","En déplacement à Madagascar, le président français a réagi à la disparition de l’ancien leader cubain, mort vendredi 25 novembre à l’âge de 90 ans.","{'type': 'text/html', 'language': None, 'base': 'http://web.archive.org/web/20161206134928/http://www.lemonde.fr/disparitions/rss_full.xml', 'value': 'En déplacement à Madagascar, le président français a réagi à la disparition de l’ancien leader cubain, mort vendredi 25 novembre à l’âge de 90 ans.'}","Sat, 26 Nov 2016 13:46:13 +0100","time.struct_time(tm_year=2016, tm_mon=11, tm_mday=26, tm_hour=12, tm_min=46, tm_sec=13, tm_wday=5, tm_yday=331, tm_isdst=0)",http://www.lemonde.fr/tiny/5038690/,False
